PMCID,FIRST_AUTHOR,FIRST_AUTHOR_NAME,LAST_AUTHOR,LAST_AUTHOR_NAME,ASSOCIATED_AUTHORS,FIRST_AUTHOR_NATION_NAME,FIRST_AUTHOR_COUNTRY_PROBABILITY_NAME,FIRST_AUTHOR_NATION_STATUS_NAME,FIRST_AUTHOR_NATION_SURNAME,FIRST_AUTHOR_COUNTRY_PROBABILITY_SURNAME,FIRST_AUTHOR_NATION_STATUS_SURNAME,FIRST_AUTHOR_GENDER,FIRST_AUTHOR_GENDER_PROBABILITY,FIRST_NAME_GENDER_STATUS,FIRST_AUTHOR_SELECTED_NATION_CATEGORY,LAST_AUTHOR_NATION_NAME,LAST_AUTHOR_COUNTRY_PROBABILITY_NAME,LAST_AUTHOR_NATION_STATUS_NAME,LAST_AUTHOR_NATION_SURNAME,LAST_AUTHOR_COUNTRY_PROBABILITY_SURNAME,LAST_AUTHOR_NATION_STATUS_SURNAME,LAST_AUTHOR_GENDER,LAST_AUTHOR_GENDER_PROBABILITY,LAST_AUTHOR_GENDER_STATUS,LAST_AUTHOR_SELECTED_NATION_CATEGORY
A community proposal to integrate structural bioinformatics activities in ELIXIR (3D-Bioinfo Community),Christine Orengo,Christine,Bohdan Schneider,Bohdan,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
A community proposal to integrate structural bioinformatics activities in ELIXIR (3D-Bioinfo Community).,Christine Orengo,Christine,Bohdan Schneider,Bohdan,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
A comparison of approaches to accessing existing biological and chemical relational databases via SPARQL.,Jakub Galgonek,Jakub,Jiří Vondrášek,Jiří,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A comparison of mechanistic signaling pathway activity analysis methods.,Alicia Amadoz,Alicia,Joaquín Dopazo,Joaquín,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
"A comprehensive analysis of the Lactuca sativa, L. transcriptome during different stages of the compatible interaction with Rhizoctonia solani.",Bart Verwaaijen,Bart,Andreas Schlüter,Andreas,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A comprehensive assessment of somatic mutation detection in cancer using whole-genome sequencing.,Tyler S Alioto,Tyler S,Ivo G Gut,Ivo G,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A comprehensive database for integrated analysis of omics data in autoimmune diseases.,Jordi Martorell-Marugán,Jordi,Pedro Carmona-Sáez,Pedro,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
A comprehensive database of squirrel distribution and occurrence in South Asia.,Udayraj Swati,Udayraj,Nandini Rajamani,Nandini,PASS,,,,,,,male,0.94,PASS,,,,,,,,female,0.99,PASS,
"A comprehensive overview of microbiome data in the light of machine learning applications: categorization, accessibility, and future directions.",Bablu Kumar,Bablu,Graziano Pesole,Graziano,PASS,,,,,,,male,0.96,PASS,,,,,,,,male,0.99,PASS,
A concentric circles view of health data relations facilitates understanding of sociotechnical challenges for learning health systems and the role of federated data networks.,Richard Milne,Richard,Nigel Hughes,Nigel,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A crowdsourcing database for the copy-number variation of the Spanish population.,Daniel López-López,Daniel,Joaquin Dopazo,Joaquin,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A crowdsourcing workflow for extracting chemical-induced disease relations from free text.,Tong Shu Li,Tong Shu,Andrew I Su,Andrew I,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
A dataset for assessing phytolith data for implementation of the FAIR data principles.,Céline Kerfant,Céline,Emma Karoune,Emma,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.97,PASS,
A de novo STUB1 variant associated with an early adult-onset multisystemic ataxia phenotype.,David Mengel,David,Matthis Synofzik,Matthis,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A design framework and exemplar metrics for FAIRness.,Mark D Wilkinson,Mark D,Michel Dumontier,Michel,PASS,,,,,,,male,0.95,PASS,,,,,,,,male,0.94,PASS,
A digital repository with an extensible data model for biobanking and genomic analysis management.,Massimiliano Izzo,Massimiliano,Luigi Varesio,Luigi,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A federated authentication schema among multiple identity providers.,João Rafael Almeida,João Rafael,José Luís Oliveira,José Luís,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A framework to assess the quality and impact of bioinformatics training across ELIXIR.,Kim T Gurwitz,Kim T,Gabriella Rustici,Gabriella,PASS,,,,,,,female,0.6,PASS,,,,,,,,female,1.0,PASS,
A gaps-and-needs analysis of vaccine R&D in Europe: Recommendations to improve the research infrastructure.,Stefan Jungbluth,Stefan,Laurent Beloeil,Laurent,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
A gene expression atlas for different kinds of stress in the mouse brain.,Tiziano Flati,Tiziano,Tiziana Castrignanò,Tiziana,PASS,,,,,,,male,0.99,PASS,,,,,,,,female,1.0,PASS,
A gene-expression module in circulating immune cells is associated with cell migration during immune diseases,Thomas Laurent,Thomas,Jeremie Poschmann,Jeremie,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A generally applicable lightweight method for calculating a value structure for tools and services in bioinformatics infrastructure projects.,Gerhard Mayer,Gerhard,Martin Eisenacher,Martin,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A genomic platform for surveillance and antigen discovery in Plasmodium spp. using long-read amplicon sequencing.,David Fernando Plaza,David Fernando,Anna Färnert,Anna,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
A genotype-first approach to exploring Mendelian cardiovascular traits with clear external manifestations.,Brittany M Wenger,Brittany M,Bruce D Gelb,Bruce D,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
A glial signal consisting of gliomedin and NrCAM clusters axonal Na+ channels during the formation of nodes of Ranvier.,Konstantin Feinberg,Konstantin,Elior Peles,Elior,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.93,PASS,
A global perspective on evolving bioinformatics and data science training needs.,Teresa K Attwood,Teresa K,Maria Victoria Schneider,Maria Victoria,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
A goal-oriented method for FAIRification planning,César Bernabé,César,Marco Roos,Marco,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
"A guide for developing comprehensive systems biology maps of disease mechanisms: planning, construction and maintenance.",Alexander Mazein,Alexander,Marek Ostaszewski,Marek,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A guide to naming human non-coding RNA genes.,Ruth L Seal,Ruth L,Elspeth A Bruford,Elspeth A,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,1.0,PASS,
A heterozygous germline CD100 mutation in a family with primary sclerosing cholangitis.,Xiaojun Jiang,Xiaojun,Espen Melum,Espen,PASS,,,,,,,male,0.68,PASS,,,,,,,,male,1.0,PASS,
A high resolution A-to-I editing map in the mouse identifies editing events controlled by pre-mRNA splicing.,Konstantin Licht,Konstantin,Michael F Jantsch,Michael F,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A knowledge graph approach to predict and interpret disease-causing gene interactions.,Alexandre Renaux,Alexandre,Tom Lenaerts,Tom,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
A library of sensitive position-specific scoring matrices for high-throughput identification of nuclear pore complex subunits.,Andreas N Ioannides,Andreas N,Vasilis J Promponas,Vasilis J,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A meta-analysis of Italian and Estonian individuals shows an effect of common variants in HMGCR on blood apoB levels.,Martina Rosticci,Martina,Inga Prokopenko,Inga,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.98,PASS,
"A metabolic core model elucidates how enhanced utilization of glucose and glutamine, with enhanced glutamine-dependent lactate production, promotes cancer cell growth: The WarburQ effect.",Chiara Damiani,Chiara,Lilia Alberghina,Lilia,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
A metadata schema for data objects in clinical research.,Steve Canham,Steve,Christian Ohmann,Christian,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A metagenomic insight into the microbiomes of geothermal springs in the Subantarctic Kerguelen Islands.,Maxime Allioux,Maxime,Karine Alain,Karine,PASS,,,,,,,male,0.97,PASS,,,,,,,,female,0.99,PASS,
A mini-review on perturbation modelling across single-cell omic modalities.,George I Gavriilidis,George I,Fotis Psomopoulos,Fotis,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
A minimal metadata set (MNMS) to repurpose nonclinical in vivo data for biomedical research.,Anastasios Moresis,Anastasios,Alexandra Bannach-Brown,Alexandra,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
A model industrial workhorse: Bacillus subtilis strain 168 and its genome after a quarter of a century.,Erhard Bremer,Erhard,Cristal Zuniga,Cristal,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.96,PASS,
A mosaic PIK3CA variant in a young adult with diffuse gastric cancer: case report.,Iris B A W Te Paske,Iris B A W,Richarda M de Voer,Richarda M,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.96,PASS,
A mouse model of Schwartz-Jampel syndrome reveals myelinating Schwann cell dysfunction with persistent axonal depolarization in vitro and distal peripheral nerve hyperexcitability when perlecan is lacking.,Marie Bangratz,Marie,Sophie Nicole,Sophie,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
A multi-objective genetic algorithm to find active modules in multiplex biological networks.,Elva María Novoa-Del-Toro,Elva María,Anaïs Baudot,Anaïs,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
A multi-omics analysis reveals the unfolded protein response regulon and stress-induced resistance to folate-based antimetabolites.,Stefan Reich,Stefan,Jan Medenbach,Jan,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.89,PASS,
A multiple network-based bioinformatics pipeline for the study of molecular mechanisms in oncological diseases for personalized medicine.,Serena Dotolo,Serena,Roberto Tagliaferri,Roberto,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
A neutral comparison of statistical methods for analyzing longitudinally measured ordinal outcomes in rare diseases.,Martin Geroldinger,Martin,Georg Zimmermann,Georg,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
A new genetic cause of spastic ataxia: the p.Glu415Lys variant in TUBA4A.,Annalaura Torella,Annalaura,Alessandro Filla,Alessandro,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
A new genomic blueprint of the human gut microbiota.,Alexandre Almeida,Alexandre,Robert D Finn,Robert D,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A new molecular classification to drive precision treatment strategies in primary Sjögren's syndrome.,Perrine Soret,Perrine,Jacques-Olivier Pers,Jacques-Olivier,PASS,,,,,,,female,0.98,PASS,,,,,,,,male,0.99,PASS,
"A new pan-European Train-the-Trainer programme for bioinformatics: pilot results on feasibility, utility and sustainability of learning.",Allegra Via,Allegra,Rochelle E Tractenberg,Rochelle E,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,1.0,PASS,
A novel biomarker for Ataxia-Telangiectasia: Evaluating the lack of hypointensity of the dentate nuclei,May Yung Tiet,May Yung,Anke Hensiek,Anke,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,0.99,PASS,
A novel insight into neurological disorders through HDAC6 protein-protein interactions.,Nasim Bahram Sangani,Nasim,Lars M T Eijssen,Lars M T,PASS,,,,,,,male,0.73,PASS,,,,,,,,male,1.0,PASS,
A nox2/cybb zebrafish mutant with defective myeloid cell reactive oxygen species production displays normal initial neutrophil recruitment to sterile tail injuries.,Abdulsalam I Isiaku,Abdulsalam I,Graham J Lieschke,Graham J,PASS,,,,,,,male,0.93,PASS,,,,,,,,male,1.0,PASS,
A pipeline-friendly software tool for genome diagnostics to prioritize genes by matching patient symptoms to literature.,K Joeri van der Velde,K Joeri,Morris A Swertz,Morris A,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A plugin for the Ensembl Variant Effect Predictor that uses MaxEntScan to predict variant spliceogenicity.,Jannah Shamsani,Jannah,Amanda B Spurdle,Amanda B,PASS,,,,,,,female,0.96,PASS,,,,,,,,female,1.0,PASS,
A polymorphic AT-repeat causes frequent allele dropout for an MME mutational hotspot exon.,Helle Høyer,Helle,Michaela Auer-Grumbach,Michaela,PASS,,,,,,,female,0.97,PASS,,,,,,,,female,0.99,PASS,
A possible S-glutathionylation of specific proteins by glyoxalase II: An in vitro and in silico study.,Luisa Ercolani,Luisa,Tatiana Armeni,Tatiana,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
A primer on machine learning techniques for genomic applications.,Alfonso Monaco,Alfonso,Roberto Bellotti,Roberto,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A property-response perspective on modern toxicity assessment and drug toxicity index (DTI).,Vaibhav A Dixit,Vaibhav A,Pragati Singh,Pragati,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.99,PASS,
A proteomics sample metadata representation for multiomics integration and big data analysis.,Chengxin Dai,Chengxin,Yasset Perez-Riverol,Yasset,PASS,,,,,,,male,0.78,PASS,,,,,,,,male,0.89,PASS,
"A protocol for adding knowledge to Wikidata, a case report",Andra Waagmeester,Andra,Jasper Koehorst,Jasper,PASS,,,,,,,female,0.87,PASS,,,,,,,,male,0.99,PASS,
A quality control portal for sequencing data deposited at the European genome-phenome archive.,Dietmar Fernández-Orth,Dietmar,Jordi Rambla,Jordi,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A quick guide for building a successful bioinformatics community.,Aidan Budd,Aidan,Niklas Blomberg,Niklas,PASS,,,,,,,male,0.95,PASS,,,,,,,,male,1.0,PASS,
A reference genome of the Chinese hamster based on a hybrid assembly strategy.,Oliver Rupp,Oliver,Kelvin H Lee,Kelvin H,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,0.99,PASS,
A reproducible workflow for assembling the mitochondrial genome of Acheta domesticus (Orthoptera: Gryllidae).,Somjit Homchan,Somjit,Yash Munnalal Gupta,Yash Munnalal,PASS,,,,,,,female,0.68,PASS,,,,,,,,male,0.99,PASS,
A research data management (RDM) community for ELIXIR,Flora D'Anna,Flora,Munazah Andrabi,Munazah,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.92,PASS,
A resource to explore the discovery of rare diseases and their causative genes.,Friederike Ehrhart,Friederike,Chris T Evelo,Chris T,PASS,,,,,,,female,0.98,PASS,,,,,,,,male,0.83,PASS,
A review of bioinformatics platforms for comparative genomics. Recent developments of the EDGAR 2.0 platform and its utility for taxonomic and phylogenetic studies.,J Yu,J,A Goesmann,A,PASS,,,,,,,,,PASS,,,,,,,,,,PASS,
A review on drug repurposing applicable to COVID-19.,Serena Dotolo,Serena,Roberto Tagliaferri,Roberto,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
A review on viral data sources and search systems for perspective mitigation of COVID-19.,Anna Bernasconi,Anna,Stefano Ceri,Stefano,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
A rigorous evaluation of optimal peptide targets for MS-based clinical diagnostics of Coronavirus Disease 2019 (COVID-19),Andrew Rajczewski,Andrew,Pratik Jagtap,Pratik,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A rigorous evaluation of optimal peptide targets for MS-based clinical diagnostics of Coronavirus Disease 2019 (COVID-19).,Andrew T Rajczewski,Andrew T,Pratik D Jagtap,Pratik D,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A roadmap for the generation of benchmarking resources for antimicrobial resistance detection using next generation sequencing.,Mauro Petrillo,Mauro,Alexandre Angers-Loustau,Alexandre,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A roadmap towards personalized immunology.,Sylvie Delhalle,Sylvie,Feng Q He,Feng Q,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.71,PASS,
A single alcohol binge impacts on neutrophil function without changes in gut barrier function and gut microbiome composition in healthy volunteers.,Vanessa Stadlbauer,Vanessa,Bettina Leber,Bettina,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
"A single cell RNAseq benchmark experiment embedding ""controlled"" cancer heterogeneity.",Maddalena Arigoni,Maddalena,Luca Alessandri,Luca,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.97,PASS,
A single-cell RNA-sequencing training and analysis suite using the Galaxy framework.,Mehmet Tekman,Mehmet,Björn Grüning,Björn,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A snapshot of 3649 Web-based services published between 1994 and 2017 shows a decrease in availability after 2 years.,Ágnes Ősz,Ágnes,Balázs Győrffy,Balázs,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,0.99,PASS,
"A streamlined workflow for conversion, peer review, and publication of genomics metadata as omics data papers.",Mariya Dimitrova,Mariya,Lyubomir Penev,Lyubomir,PASS,,,,,,,female,0.97,PASS,,,,,,,,male,0.99,PASS,
A study of deep active learning methods to reduce labelling efforts in biomedical relation extraction.,Charlotte Nachtegael,Charlotte,Tom Lenaerts,Tom,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
"A systematic comparison of FOSL1, FOSL2 and BATF-mediated transcriptional regulation during early human Th17 differentiation.",Ankitha Shetty,Ankitha,Riitta Lahesmaa,Riitta,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
A three-feature prediction model for metastasis-free survival after surgery of localized clear cell renal cell carcinoma.,Kalle E Mattila,Kalle E,Panu M Jaakkola,Panu M,PASS,,,,,,,male,0.97,PASS,,,,,,,,male,0.95,PASS,
"A tool for assessing alignment of biomedical data repositories with open, FAIR, citation and trustworthy principles.",Fiona Murphy,Fiona,Maryann E Martone,Maryann E,PASS,,,,,,,female,1.0,PASS,,,,,,,,female,1.0,PASS,
"A unidirectional mapping of ICD-8 to ICD-10 codes, for harmonized longitudinal analysis of diseases.",Mette Krogh Pedersen,Mette Krogh,Søren Brunak,Søren,PASS,,,,,,,female,1.0,PASS,,,,,,,,male,1.0,PASS,
A unified dinucleotide alphabet describing both RNA and DNA structures.,Jiří Černý,Jiří,Bohdan Schneider,Bohdan,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A unified platform enabling biomarker ranking and validation for 1562 drugs using transcriptomic data of 1250 cancer cell lines.,János Tibor Fekete,János,Balázs Győrffy,Balázs,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A vaccine targeting antigen-presenting cells through CD40 induces protective immunity against Nipah disease.,Yadira Pastor,Yadira,Sylvain Cardinaud,Sylvain,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,0.99,PASS,
A versatile workflow to integrate RNA-seq genomic and transcriptomic data into mechanistic models of signaling pathways.,Martín Garrido-Rodriguez,Martín,Joaquin Dopazo,Joaquin,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A vision and strategy for the virtual physiological human: 2012 update.,Peter Hunter,Peter,Marco Viceconti,Marco,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
A walk in the PARC: developing and implementing 21st century chemical risk assessment in Europe.,P Marx-Stoelting,P,P Sanders,P,PASS,,,,,,,,,PASS,,,,,,,,,,PASS,
"A whirl of radiomics-based biomarkers in cancer immunotherapy, why is large scale validation still lacking?",Marta Ligero,Marta,Raquel Perez-Lopez,Raquel,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,0.99,PASS,
A widespread inversion polymorphism conserved among Saccharomyces species is caused by recurrent homogenization of a sporulation gene family.,Letal I Salzberg,Letal I,Kenneth H Wolfe,Kenneth H,PASS,,,,,,,male,0.7,PASS,,,,,,,,male,1.0,PASS,
A workflow reproducibility scale for automatic validation of biological interpretation results.,Hirotaka Suetake,Hirotaka,Tazro Ohta,Tazro,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
A-GAME: improving the assembly of pooled functional metagenomics sequence data.,Matteo Chiara,Matteo,Graziano Pesole,Graziano,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
A-to-I RNA editing in SARS-COV-2: real or artifact?,Ernesto Picardi,Ernesto,Graziano Pesole,Graziano,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,0.99,PASS,
ABCA4 Variant c.5714+5G>A in Trans With Null Alleles Results in Primary RPE Damage.,Jana Sajovic,Jana,Ana Fakin,Ana,PASS,,,,,,,female,0.98,PASS,,,,,,,,female,0.92,PASS,
"ABCA4 c.6480-35A>G, a novel branchpoint variant associated with Stargardt disease.",María Rodríguez-Hidalgo,María,Susanne Roosing,Susanne,PASS,,,,,,,female,0.99,PASS,,,,,,,,female,1.0,PASS,
ABRF Proteome Informatics Research Group (iPRG) 2016 Study: Inferring Proteoforms from Bottom-up Proteomics Data.,Joon-Yong Lee,Joon-Yong,Magnus Palmblad,Magnus,PASS,,,,,,,male,0.87,PASS,,,,,,,,male,1.0,PASS,
AGAMEMNON: an Accurate metaGenomics And MEtatranscriptoMics quaNtificatiON analysis suite.,Giorgos Skoufos,Giorgos,Ioannis S Vlachos,Ioannis S,PASS,,,,,,,male,0.99,PASS,,,,,,,,male,1.0,PASS,
"AHoJ: rapid, tailored search and retrieval of apo and holo protein structures for user-defined ligands.",Christos P Feidakis,Christos P,Marian Novotny,Marian,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,0.75,PASS,
AIUPred: combining energy estimation with deep learning for the enhanced prediction of protein disorder.,Gábor Erdős,Gábor,Zsuzsanna Dosztányi,Zsuzsanna,PASS,,,,,,,male,1.0,PASS,,,,,,,,female,1.0,PASS,
"ALK5 kinase inhibitory activity and synthesis of 2,3,4-substituted 5,5-dimethyl-5,6-dihydro-4H-pyrrolo[1,2-b]pyrazoles.",Eva Řezníčková,Eva,Vladimír Kryštof,Vladimír,PASS,,,,,,,female,0.99,PASS,,,,,,,,male,1.0,PASS,
ANASTASIA: An Automated Metagenomic Analysis Pipeline for Novel Enzyme Discovery Exploiting Next Generation Sequencing Data.,Theodoros Koutsandreas,Theodoros,Aristotelis A Chatziioannou,Aristotelis A,PASS,,,,,,,male,1.0,PASS,,,,,,,,male,1.0,PASS,
ANISEED 2017: extending the integrated ascidian database to the exploration and evolutionary comparison of genome-scale datasets.,Matija Brozovic,Matija,Patrick Lemaire,Patrick,PASS,,,,,,,male,0.95,PASS,,,,,,,,male,1.0,PASS,
ANISEED 2019: 4D exploration of genetic data for an extended range of tunicates.,Justine Dardaillon,Justine,Patrick Lemaire,Patrick,PASS,,,,,,,female,0.94,PASS,,,,,,,,male,1.0,PASS,
